element_type,osmid,amenity,diet:vegan,diet:vegetarian,name,opening_hours,organic,website,wheelchair,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,phone,cuisine,source,source:date,old_name,toilets:wheelchair,brand,brand:wikidata,brand:wikipedia,email,delivery,description,smoking,takeaway,shop,survey:date,url,addr:housename,outdoor_seating,branch,facebook,image,mapillary,capacity,note,contact:phone,operator,payment:bitcoin,phone_1,bar,diet:mediterranean,diet:non-vegetarian,diet:omnivore,opening_hours:covid19,reservation,contact:email,contact:website,name:en,name:nl,ref:bag,alt_name,level,name:yue,name:zh,internet_access,diet:meat,name:es,short_name,craft,wikidata,wikipedia,check_date:opening_hours,vegan,payment:cash,payment:cryptocurrencies,payment:maestro,payment:visa_electron,delivery:covid19,microbrewery,toilets,fax,nodes,building,start_date,layer,note:BAG,fixme,indoor
node,2710020935,restaurant,,,Lin Tong,Mo-Su 14:00-21:30,,,,POINT (4.3153518 52.0560845),'s-Gravenhage,,678,2523CS,Goeverneurlaan,+31703940738,chinese,BAG,2014-02-11,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2710020994,restaurant,,,Damas,Su-Th 12:30-22:00; Fr-Sa 12:30-23:00,,http://damasrestaurant.nl/,,POINT (4.3149692 52.055952),'s-Gravenhage,,702,2523CS,Goeverneurlaan,+31707530147,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2710040970,restaurant,,,Resto VanHarte,,,https://www.restovanharte.nl/,,POINT (4.3539754 52.0904206),'s-Gravenhage,,155,2592TH,Ivoorhorst,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718098318,restaurant,,,Hofhouse,,,https://www.hofhouse.nl/,,POINT (4.3229728 52.0796218),'s-Gravenhage,,10,2515XP,Rijnstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718098833,restaurant,,,Phonsawan,,,,,POINT (4.3183431 52.0794662),'s-Gravenhage,,11C,2511CH,Fluwelen Burgwal,,thai,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718098896,restaurant,,,Pinocchio,,,,,POINT (4.3171142 52.0798782),'s-Gravenhage,,12,2511ED,Korte Poten,,pizza,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718098904,restaurant,,,Cloos,,,http://eetcafecloos.nl/,,POINT (4.3165771 52.0795364),'s-Gravenhage,,12,2511CR,Plein,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518100000296213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718098917,restaurant,,,Het Kookplein,,,http://www.kookplein.nl/,,POINT (4.3199154 52.0794284),'s-Gravenhage,,121,2511GK,Muzenplein,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718099137,restaurant,,,De Eeuwige Jachtvelden,,,https://www.eeuwigejachtvelden.nl,,POINT (4.3166576 52.0797744),'s-Gravenhage,,14,2511CR,Plein,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718099175,restaurant,,,D'javas Indonesian food corner,,,,,POINT (4.3197382 52.0791847),'s-Gravenhage,,149,2511GK,Muzenplein,,indonesian,BAG,2014-02-11,Bohica;Brasserie Babbilage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718099218,restaurant,,,Fine Fresh Food,,yes,http://www.finefreshfood.nl/,,POINT (4.3171887 52.0791278),'s-Gravenhage,,14C,2511CD,Korte Houtstraat,+31 70 7533198,regional,"BAG, local_knowledge",2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718099243,restaurant,,,See you at Noon,,,http://seeyouatnoon.nl/,yes,POINT (4.3172469 52.0790589),'s-Gravenhage,,14M,2511CD,Korte Houtstraat,,thai,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718099349,restaurant,,,Barlow,,,https://www.barlowdenhaag.nl/,limited,POINT (4.3165945 52.0798663),'s-Gravenhage,,16,2511CR,Plein,,,BAG,2014-02-11,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718099590,restaurant,,,Seafood Bar 19,,,https://www.seafoodbar19.nl/#contact,,POINT (4.3164466 52.0800777),'s-Gravenhage,,19,2511CS,Plein,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718099684,restaurant,,,Shan Yi,,,,,POINT (4.3185396 52.0801753),'s-Gravenhage,,2,2511CJ,Fluwelen Burgwal,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718099686,restaurant,,,Sumo,,,https://www.restaurantsumo.com/,,POINT (4.3182143 52.0805193),'s-Gravenhage,,2,2511EH,Herengracht,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718099711,restaurant,,,De Ooievaer,,,,,POINT (4.3170862 52.0774443),'s-Gravenhage,,2,2511CA,Turfmarkt,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718099863,restaurant,,,Gusto,,,https://www.italiaans-restaurant-gusto.nl/,,POINT (4.3163345 52.0802234),'s-Gravenhage,,22,2511CS,Plein,,italian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718100021,restaurant,,,King David,,,https://www.kingdaviddenhaag.nl/,,POINT (4.3177446 52.0804845),'s-Gravenhage,,24,2511EA,Herenstraat,,Spare Ribs,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718100102,restaurant,,,August,,,,,POINT (4.321688 52.0796553),'s-Gravenhage,,250,2511DJ,Turfmarkt,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718100193,restaurant,,,Amier,,,https://amierrestaurant.nl/,,POINT (4.3176372 52.080099),'s-Gravenhage,,28A,2511EE,Korte Poten,,lebanese,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718100343,restaurant,,,South of Houston,,,,,POINT (4.3160067 52.0806796),'s-Gravenhage,,3,2511CV,Lange Houtstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718100742,restaurant,,,Athene Palace,,,https://www.athenepalace.nl/,,POINT (4.3179863 52.0787126),'s-Gravenhage,,42,2511CB,Kalvermarkt,,greek,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718100839,restaurant,,,de Basiliek,,,https://www.debasiliek.nl/,,POINT (4.3169135 52.0793855),'s-Gravenhage,,4A,2511CD,Korte Houtstraat,,italian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718100885,restaurant,,,Baryo Pilipinas,,,https://baryopilipinas.nl/,,POINT (4.3183818 52.0790232),'s-Gravenhage,,51,2511CH,Fluwelen Burgwal,,Philippine,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718101029,restaurant,,,Aroma,,,www.aromarestaurant.nl,,POINT (4.314971 52.0784528),'s-Gravenhage,,6,2511CK,Bagijnestraat,,italian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aroma,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2718101311,restaurant,,,Seoul Garden,,,,,POINT (4.3150142 52.0784254),'s-Gravenhage,,8,2511CK,Bagijnestraat,,korean,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2719998120,restaurant,,,Bleyenberg,,,https://www.bleyenbergdenhaag.nl/,,POINT (4.3089048 52.0751773),'s-Gravenhage,,10,2511BG,Grote Markt,+31 70 8002120,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2719998149,restaurant,,,Chinatown,,,,,POINT (4.3144615 52.0749647),'s-Gravenhage,,100,2512AZ,Wagenstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2719998763,restaurant,,,Erena Restaurant,,,,,POINT (4.31581 52.0743733),'s-Gravenhage,,128A,2512BA,Wagenstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2719998899,restaurant,,,New Taste,,,,,POINT (4.314784 52.0746216),'s-Gravenhage,,135A,2512AT,Wagenstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2719998946,restaurant,,,New York pizza,,,https://www.facebook.com/NewYorkPizzaDenHaag,,POINT (4.3151821 52.0744481),'s-Gravenhage,,139,2512AV,Wagenstraat,,pizza,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2719999038,restaurant,,,Roseval,,,,,POINT (4.3161512 52.0742252),'s-Gravenhage,,144,2512BA,Wagenstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2719999044,restaurant,,,Shizo,,,,,POINT (4.3142147 52.0770652),'s-Gravenhage,,145,2511BJ,Grote Marktstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2719999150,restaurant,,,Mystery,,,,,POINT (4.3163771 52.0743727),'s-Gravenhage,,150A,2512BA,Wagenstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2719999774,restaurant,,,Taste of India,,,,,POINT (4.3160299 52.0740979),'s-Gravenhage,,177,2512AW,Wagenstraat,,indian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720000319,restaurant,,,Spize,,,www.spize.eu,,POINT (4.3166735 52.0762848),'s-Gravenhage,,185,2511BN,Spui,,thai,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720000583,restaurant,,,Irodion,,,,,POINT (4.3093998 52.0753528),'s-Gravenhage,,19,2511BG,Grote Markt,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720000667,restaurant,,,Warung Bude Kati,,,https://www.warungbudekati-denhaag.nl/,,POINT (4.316846 52.0740562),'s-Gravenhage,,190,2512BB,Wagenstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720001144,restaurant,,,De Kade,,,,,POINT (4.3164278 52.0738102),'s-Gravenhage,,1A,2512BC,Dunne Bierkade,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720001609,restaurant,,,San Kong,,,,,POINT (4.3118441 52.0751032),'s-Gravenhage,,20C,2512BV,Gedempte Burgwal,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720001732,restaurant,,,Little V,,,https://www.littlev.nl/,,POINT (4.3144269 52.0756915),'s-Gravenhage,,21,2512HJ,Rabbijn Maarsenplein,,vietnamese,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720002217,restaurant,,,Kimchi,,,http://www.kimchi-house.nl/,,POINT (4.3145124 52.0756235),'s-Gravenhage,,22,2512HJ,Rabbijn Maarsenplein,,korean,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720002688,restaurant,yes,yes,The Leaf,Tu-Th 16:00-21:00; Fr-Su 12:00-21:00,,https://www.theleaf.nl/,,POINT (4.3183278 52.0756573),'s-Gravenhage,,235A,2511BP,Spui,070-7852523,,BAG;local knowledge,2014-02-11,,,,,,restauranttheleaf@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720002869,restaurant,,,Hot King,Mo-Su 12:00-22:30,,https://hotking.nl,,POINT (4.3116925 52.0750336),'s-Gravenhage,,24,2512BV,Gedempte Burgwal,+31702054978,sichuan,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720004999,restaurant,yes,yes,Songkhla,,,,,POINT (4.3126874 52.0755743),'s-Gravenhage,,2F,2512BT,Gedempte Burgwal,,thai,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720006603,restaurant,,,Ethica,,,,,POINT (4.3142341 52.0730653),'s-Gravenhage,,35,2512BD,Dunne Bierkade,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720006936,restaurant,,,Noord-oost Chinees Eethuis,Mo-Su 12:00-22:00,,https://noordoost.jouwweb.nl/,,POINT (4.3112152 52.0747555),'s-Gravenhage,,36,2512BV,Gedempte Burgwal,+31702015071,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720008565,restaurant,,,Spicy Chicken,,,http://www.flowers-foryou.nl/,,POINT (4.3145822 52.076392),'s-Gravenhage,,405G,2512AM,Gedempte Gracht,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720008569,restaurant,,,Simonis in de Stad,,,https://www.simonisvis.nl/vestigingen/in-de-stad,,POINT (4.3145081 52.0764502),'s-Gravenhage,,405H,2512AM,Gedempte Gracht,+31703605354,seafood,BAG,2014-02-11,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720009375,restaurant,,,Ariba,,,www.restaurant-ariba.nl,,POINT (4.3171904 52.0755397),'s-Gravenhage,,45A,2512AH,Amsterdamse Veerkade,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720011617,restaurant,,,Suzuran,,,,,POINT (4.3123256 52.0759052),'s-Gravenhage,,59A,2512AP,Wagenstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720012095,restaurant,,,Istana,,,,,POINT (4.313047 52.0755702),'s-Gravenhage,,71,2512AR,Wagenstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720012204,restaurant,,,Full Moon City,,,,,POINT (4.3117042 52.0753242),'s-Gravenhage,,75,2512BW,Achter Raamstraat,,chinese,BAG,2014-02-11,,,,,,,no,,no,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,月滿城,月滿城,,,,,,,,,,,,,,,,,,,,,,,,
node,2720012725,restaurant,,,Will's Pancake House,,,,yes,POINT (4.3151105 52.0769423),'s-Gravenhage,,80,2512KB,Gedempte Gracht,,,BAG,2014-02-11,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720013442,restaurant,,,Kee Lun Palace,,,,,POINT (4.3134699 52.0753177),'s-Gravenhage,,95,2512AS,Wagenstraat,,chinese,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2720020519,restaurant,,,Full Moon Express,,,https://fullmoonexpress.nl/,,POINT (4.3116737 52.0752372),'s-Gravenhage,,41,2512BS,Gedempte Burgwal,,Hong Kong,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722487935,restaurant,,,Knossos,,,www.knossosdenhaag.nl,,POINT (4.3076788 52.0780604),'s-Gravenhage,,1,2513AZ,Kerkplein,070 365 4831,greek,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722488284,restaurant,,,Thai Signature,,,,,POINT (4.3042686 52.0796989),'s-Gravenhage,,106,2513CH,Prinsestraat,,thai,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722488634,restaurant,,,Jamey Benett,,,,,POINT (4.3092481 52.0796254),'s-Gravenhage,,11,2513AD,Plaats,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722488643,restaurant,,,Restaurant Bolyari,,,,,POINT (4.3098453 52.0761194),'s-Gravenhage,,11,2512BX,Raamstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722488685,restaurant,,,Echt Squisito,,,,,POINT (4.3051442 52.0829977),'s-Gravenhage,,111,2514GE,Noordeinde,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722488793,restaurant,,,Restaurant Kairo,,,,,POINT (4.3041086 52.0798436),'s-Gravenhage,,116,2513CH,Prinsestraat,,egyptian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722489007,restaurant,,,Ramna,,,,,POINT (4.3071287 52.0800473),'s-Gravenhage,,12,2513BK,Molenstraat,,indian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722489099,restaurant,yes,only,Saravanaa Bhavan,,,,limited,POINT (4.3049011 52.0832161),'s-Gravenhage,,123,2514GG,Noordeinde,,indian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722489230,restaurant,yes,yes,Bøg,,,https://bøg.com/en/hjem-2/,,POINT (4.3039393 52.0799872),'s-Gravenhage,,128B;128A,2513CH,Prinsestraat,,international,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722489482,restaurant,,,Giuliano's,,,,,POINT (4.3078914 52.0767826),'s-Gravenhage,,13,2511AW,Schoolstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722489643,restaurant,,,Share,,,,,POINT (4.3047454 52.0833656),'s-Gravenhage,,139A,2514GG,Noordeinde,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722489833,restaurant,,,Los Argentinos,,,,,POINT (4.3100862 52.0780688),'s-Gravenhage,,14,2511AN,Kettingstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722489942,restaurant,,,Tri Tunggal,,,,,POINT (4.3046612 52.0834409),'s-Gravenhage,,143,2514GG,Noordeinde,,indonesian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722489995,restaurant,,,Angie’s Kitchen,,,,,POINT (4.305285 52.0826477),'s-Gravenhage,,148;148A,2514GP,Noordeinde,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722490074,restaurant,,,Milú,,,,,POINT (4.3077645 52.0783097),'s-Gravenhage,,15,2513AZ,Driehoekjes,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722490168,restaurant,,,Argentina,,,,,POINT (4.3079401 52.076725),'s-Gravenhage,,15,2511AW,Schoolstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722490391,restaurant,,,De Poentjak,,,,,POINT (4.3087984 52.0808715),'s-Gravenhage,,16,2514EN,Kneuterdijk,,indonesian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722490482,restaurant,,,Sam Sam,,,,,POINT (4.3048825 52.0830566),'s-Gravenhage,,162,2514GR,Noordeinde,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722490526,restaurant,,,Himalayan,,,,,POINT (4.3105149 52.0773763),'s-Gravenhage,,16A,2511AP,Gortstraat,,indian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722491410,restaurant,,,Havana,,,http://havanadenhaag.nl,,POINT (4.3106724 52.0784976),'s-Gravenhage,,19,2513AG,Buitenhof,,international;sandwich;caribbean,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,
node,2722491515,restaurant,,,Momfer De Mol,,,,,POINT (4.3073705 52.0790543),'s-Gravenhage,,19,2513BA,Oude Molstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722492006,restaurant,,,Jimmy's Broodje,,,http://www.jimmysbroodje.nl/,,POINT (4.3045926 52.0836901),'s-Gravenhage,,1 - 3;1,2514HB,Scheveningseveer,,sandwich,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jimmy's Broodje,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722492047,restaurant,,,La Storia,,,,,POINT (4.3100803 52.077617),'s-Gravenhage,,1B,2511AL,Kettingstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722492871,restaurant,,,Bij Hem,,,,,POINT (4.306752 52.0799978),'s-Gravenhage,,21A,2513BH,Molenstraat,,international,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722493013,restaurant,,,Ñ,,,,,POINT (4.3056173 52.0782363),'s-Gravenhage,,22,2513BD,Nobelstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722493194,restaurant,no,limited,Loetje,,,https://loetje.nl/nl/locaties/den-haag/,,POINT (4.3090906 52.0772714),'s-Gravenhage,,23,2511CN,Haagsche Bluf,,steak_house,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
node,2722493827,restaurant,,,Waroeng Padang Lapek,,,,,POINT (4.3084946 52.076327),'s-Gravenhage,,26,2511AX,Schoolstraat,,,BAG,2014-02-11,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722493917,restaurant,,,Palmette,,,,,POINT (4.3098557 52.0796395),'s-Gravenhage,,27,2513AD,Plaats,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722494035,restaurant,,,Peppish,,,,,POINT (4.3071617 52.0791238),'s-Gravenhage,,28,2513BB,Oude Molstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722494471,restaurant,,,Query,,,,,POINT (4.3060335 52.0786162),'s-Gravenhage,,30,2513CD,Prinsestraat,,mexican,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
